"ID","FloorPlan","ShipToType","SerialTypeCode","ReceiveToLocation","ReceiveToLocationCode","DateEffective","Unreleased","DateCreated","UserCreated","Authorized","DateAuthorized","UserAuthorized","Received","DateConfirmedReceived","UserReceived","Paid","DatePaid","UserPaid","EDISentDate","EDISentTime","RequestedDeliveryDate","AllowBOInvoice","Buyer","Code","Confirmed","CostFactor","DateConfirmed","DateCosted","DateFinished","DateOrdered","DateReceived","DateStarted","FloorPlanDays","ShipToAddress1","ShipToAddress2","ShipToCity","ShipToCode","ShipToName","ShipToNotes","ShipToPhone1","ShipToPhone2","ShipToState","ShipToZipCode","SupplierAccountNumber","SupplierAddress1","SupplierAddress2","SupplierCity","SupplierCode","SupplierContact1","SupplierContact2","SupplierCustomerServicePhone","SupplierDescription","SupplierEmail","SupplierFax","SupplierPONotes","SupplierPhone1","SupplierPhone2","SupplierShipVia","SupplierState","SupplierWebsite","SupplierZipCode","TotalCosted","TotalOrdered","TotalReceived","UserConfirmed"
"43729","","Supplier","ALL","False","","","False","2026-09-14 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39333","","1.0000","","2026-09-17 00:00:00","2026-09-17 00:00:00","2026-09-14 00:00:00","2026-09-17 00:00:00","2026-09-14 00:00:00","0","","","","","","","","","","","4022263","PO BOX 845053","","DALLAS","TRANE PART","FELICIA - ACCNT MNGER","","","TRANE PARTS","joey.rodriquez@trane.com","","","608.787.4636","512-524-3190 PartOrd","","TX","igor.alvarado@trane.com","75284-5053","628.0400","628.0400","628.0400",""
"43730","","Supplier","ALL","False","","","False","2026-09-14 00:00:00","AMW","","","","","","","","","","","","2026-09-14 00:00:00","True","Andrew Walsh","39334","","1.0000","","2026-09-16 00:00:00","2026-09-16 00:00:00","2026-09-14 00:00:00","2026-09-14 00:00:00","2026-09-14 00:00:00","0","","","","","","","","","","","0580","PO BOX 978591","","DALLAS","WESTYE","","","","SUBZERO WOLF GROUP","","","","(800) 441-9260","","","TX","","75397-8591","1115.9800","1115.9800","1115.9800",""
"43731","","Supplier","ALL","False","","","False","2026-09-14 00:00:00","CBS","","","","","","","","","","","","","True","Chris Shanahan","39335","","1.0000","","","","","","2026-09-14 00:00:00","0","","","","","","","","","","","152630","PO BOX 250","","KREAMER","WOODMODE","","","","WOOD-MODE INC.","","(570) 372-1417","BARG","(570) 374-2711","","","PA","","17833-0250","0.0000","0.0000","0.0000",""
"43732","","Supplier","ALL","False","","","False","2026-09-14 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39336","","1.0000","","2026-09-21 00:00:00","2026-09-21 00:00:00","2026-09-14 00:00:00","2026-09-21 00:00:00","2026-09-14 00:00:00","0","","","","","","","","","","","86577305","GE/RCA CONSUMER SERVICE","PO BOX 733572","DALLAS","GE PARTS","","","","GENERAL ELECTRIC COMPANY","graham.ramsey@geappliances.com","(866) 765-3592","","(888) 440-3405","1.866.557.7586","","TX","","75373-3572","116.2700","116.2700","116.2700",""
"43733","","Supplier","ALL","False","","","False","2026-09-14 00:00:00","AMW","","","","","","","","","","","","","True","Andrew Walsh","39337","","1.0000","","","","","","2026-09-14 00:00:00","0","","","","","","","","","","","949928 Contract","P.O. BOX 8502","","BENTON HARBOR","WP001","","","","WHIRLPOOL CORPORATION","","(214) 550-5613","","(800) 321-7613","","","MI","https://secure5.whirlpool.com/home.jsp","49022","0.0000","0.0000","0.0000",""
"43734","","Supplier","ALL","False","","","False","2026-09-14 00:00:00","CAM","","","","","","","","","","","","","True","","39338","","1.0000","","","","","","2026-09-14 00:00:00","0","","","","","","","","","","","152630","PO BOX 250","","KREAMER","WOODMODE","","","","WOOD-MODE INC.","","(570) 372-1417","","(570) 374-2711","","","PA","","17833-0250","0.0000","0.0000","0.0000",""
"43735","","Supplier","ALL","False","","","False","2026-09-14 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39339","","1.0000","","2026-09-16 00:00:00","2026-09-16 00:00:00","2026-09-14 00:00:00","2026-09-16 00:00:00","2026-09-14 00:00:00","0","","","","","","","","","","","4022263","PO BOX 845053","","DALLAS","TRANE PART","FELICIA - ACCNT MNGER","","","TRANE PARTS","joey.rodriquez@trane.com","","","608.787.4636","512-524-3190 PartOrd","","TX","igor.alvarado@trane.com","75284-5053","905.5500","905.5500","905.5500",""
"43736","","Supplier","ALL","False","","","False","2026-09-14 00:00:00","AMW","","","","","","","","","","","","2026-09-21 00:00:00","True","Andrew Walsh","39340","","1.0000","","","","2026-09-14 00:00:00","","2026-09-14 00:00:00","0","","","","","","","","","","","","PO BOX 730241","","DALLAS","LGEUS","","","","LG ELECTRONICS USA INC","","","","","","","TX","","75373-0241","0.0000","1940.0000","0.0000",""
"43737","","Supplier","ALL","False","","","False","2026-09-14 00:00:00","AMW","","","","","","","","","","","","2026-09-18 00:00:00","True","Andrew Walsh","39341","","1.0000","","","","2026-09-14 00:00:00","","2026-09-14 00:00:00","0","","","","","","","","","","","949928 Contract","P.O. BOX 8502","","BENTON HARBOR","WP001","","","","WHIRLPOOL CORPORATION","","(214) 550-5613","","(800) 321-7613","","","MI","https://secure5.whirlpool.com/home.jsp","49022","0.0000","16788.0000","0.0000",""
"43738","","Supplier","ALL","False","","","False","2026-09-14 00:00:00","AMW","","","","","","","","","","","","2026-09-18 00:00:00","True","Andrew Walsh","39342","","1.0000","","2026-09-18 00:00:00","","2026-09-15 00:00:00","2026-09-18 00:00:00","2026-09-14 00:00:00","0","","","","","","","","","","","949928 Contract","P.O. BOX 8502","","BENTON HARBOR","WP001","","","","WHIRLPOOL CORPORATION","","(214) 550-5613","","(800) 321-7613","","","MI","https://secure5.whirlpool.com/home.jsp","49022","8483.0000","13384.0000","8483.0000",""
"43711","","Supplier","ALL","False","","","False","2026-09-11 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39316","","1.0000","","2026-09-16 00:00:00","2026-09-16 00:00:00","2026-09-11 00:00:00","2026-09-16 00:00:00","2026-09-11 00:00:00","0","","","","","","","","","","","010051","PO BOX 566268","","DALLAS","APD","","","","RELIABLE PARTS","","(214) 634-7929","","(214) 631-4298","(800) 841-4060","","TX","www.apdepot.com","75356","234.9700","234.9700","234.9700",""
"43712","","Supplier","ALL","False","","","False","2026-09-11 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","RET-MIELE-SEPT26","","1.0000","","","","2026-09-11 00:00:00","","2026-09-11 00:00:00","0","","","","","","","","","","","X5128940907","9 INDEPENDENCE WAY","","PRINCETON","MIELE PART","","","","MIELE INC.","","(609) 419-4298","","(800) 843-7231","","","NJ","","08540","0.0000","-478.5000","0.0000",""
"43713","","Supplier","ALL","False","","","False","2026-09-11 00:00:00","AMW","","","","","","","","","","","","2026-10-16 00:00:00","True","Andrew Walsh","39317","","1.0000","","","","2026-09-11 00:00:00","","2026-09-11 00:00:00","0","","","","","","","","","","","2640116","P.O.BOX 88776","","CAROL STREAM","TRUE","","","","TRUE MANUFACTURING CO., INC","trueresidentialorders@truemfg.com order email","","","(800) 325-6152","","","IL","http://www.true-residential.com/support/","60188-8776","0.0000","13999.5000","0.0000",""
"43714","","Supplier","ALL","False","","","False","2026-09-11 00:00:00","AMW","","","","","","","","","","","","2026-10-02 00:00:00","True","Andrew Walsh","39318","","1.0000","","","","2026-09-11 00:00:00","","2026-09-11 00:00:00","0","","","","","","","","","","","2640116","P.O.BOX 88776","","CAROL STREAM","TRUE","","","","TRUE MANUFACTURING CO., INC","trueresidentialorders@truemfg.com order email","","","(800) 325-6152","","","IL","http://www.true-residential.com/support/","60188-8776","0.0000","7716.0000","0.0000",""
"43715","","Supplier","ALL","False","","","False","2026-09-11 00:00:00","AMW","","","","","","","","","","","","2026-09-18 00:00:00","True","Andrew Walsh","39319","","1.0000","","","","2026-09-11 00:00:00","2026-09-18 00:00:00","2026-09-11 00:00:00","0","","","","","","","","","","","2640116","P.O.BOX 88776","","CAROL STREAM","TRUE","","","","TRUE MANUFACTURING CO., INC","trueresidentialorders@truemfg.com order email","","","(800) 325-6152","","","IL","http://www.true-residential.com/support/","60188-8776","0.0000","12402.7500","12402.7500",""
"43716","","Supplier","ALL","False","","","False","2026-09-11 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39320","","1.0000","","2026-09-15 00:00:00","","2026-09-11 00:00:00","2026-09-15 00:00:00","2026-09-11 00:00:00","0","","","","","","","","","","","95466","PO BOX 88177","","MILWAUKEE","MARCONE","","","","MARCONE APPLIANCE PARTS CO","","","","(800) 482-6022","","","WI","http://www.marcone.com/","53288-8177","488.1100","563.1100","488.1100",""
"43717","","Supplier","ALL","False","","","False","2026-09-11 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39321","","1.0000","","2026-09-18 00:00:00","2026-09-18 00:00:00","2026-09-11 00:00:00","2026-09-18 00:00:00","2026-09-11 00:00:00","0","","","","","","","","","","","X5128940907","9 INDEPENDENCE WAY","","PRINCETON","MIELE PART","","","","MIELE INC.","","(609) 419-4298","","(800) 843-7231","","","NJ","","08540","224.2500","224.2500","224.2500",""
"43718","","Supplier","ALL","False","","","False","2026-09-11 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39322","","1.0000","","2026-09-14 00:00:00","2026-09-14 00:00:00","2026-09-11 00:00:00","2026-09-14 00:00:00","2026-09-11 00:00:00","0","","","","","","","","","","","055699","13100 W. 43RD DRIVE","","GOLDEN","AMERICAN","","AR- Brandy 303.633.5518","","GREAT PLAINS APPLIANCE PARTS","sbaca@americanappliance.biz","(303) 633-5503","","(800) 678-6788","(303) 633-5500","","CO","https://www.greatplainsapplianceparts.com","80403","300.9400","300.9400","300.9400",""
"43719","","Supplier","ALL","False","","","False","2026-09-11 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39323","","1.0000","","2026-09-17 00:00:00","2026-09-17 00:00:00","2026-09-11 00:00:00","2026-09-17 00:00:00","2026-09-11 00:00:00","0","","","","","","","","","","","","P.O. Box 8387","","CAROL STREAM","ENCOMPASS","","","","ENCOMPASS","","","","","","","IL","","60197","360.2800","360.2800","360.2800",""
"43720","","Supplier","ALL","False","","","False","2026-09-11 00:00:00","CBS","","","","","","","","","","","","","True","Chris Shanahan","39324","","1.0000","","","","","","2026-09-11 00:00:00","0","","","","","","","","","","","","","","","MISC","","","","MISCELLANEOUS SUPPLIER","","","MICROTRIM - SNITKIN S00064968","","","","","","","0.0000","0.0000","0.0000",""
"43721","","Supplier","ALL","False","","","False","2026-09-11 00:00:00","AMW","","","","","","","","","","","","2026-09-18 00:00:00","True","Andrew Walsh","39325","","1.0000","","2026-09-18 00:00:00","","2026-09-18 00:00:00","2026-09-21 00:00:00","2026-09-11 00:00:00","0","","","","","","","","","","","949928 Contract","P.O. BOX 8502","","BENTON HARBOR","WP001","","","","WHIRLPOOL CORPORATION","","(214) 550-5613","","(800) 321-7613","","","MI","https://secure5.whirlpool.com/home.jsp","49022","4329.0000","14738.5000","6551.0000",""
"43722","","Supplier","ALL","False","","","False","2026-09-11 00:00:00","AMW","","","","","","","","","","","","","True","Andrew Walsh","39326","","1.0000","","","","2026-09-11 00:00:00","","2026-09-11 00:00:00","0","","","","","","","","","","","2640116","P.O.BOX 88776","","CAROL STREAM","TRUE","","","","TRUE MANUFACTURING CO., INC","trueresidentialorders@truemfg.com order email","","","(800) 325-6152","","","IL","http://www.true-residential.com/support/","60188-8776","0.0000","28360.5000","0.0000",""
"43723","","Supplier","ALL","False","","","False","2026-09-11 00:00:00","AMW","","","","","","","","","","","","2026-09-17 00:00:00","True","Andrew Walsh","39327","","1.0000","","2026-09-18 00:00:00","","2026-09-11 00:00:00","2026-09-17 00:00:00","2026-09-11 00:00:00","0","","","","","","","","","","","0580","PO BOX 978591","","DALLAS","WESTYE","","","","SUBZERO WOLF GROUP","","","","(800) 441-9260","","","TX","","75397-8591","9863.0000","18131.0100","9863.0000",""
"43724","","Supplier","ALL","False","","","False","2026-09-11 00:00:00","AMW","","","","","","","","","","","","2026-09-24 00:00:00","True","Andrew Walsh","39328","","1.0000","","2026-09-18 00:00:00","","2026-09-11 00:00:00","2026-09-17 00:00:00","2026-09-11 00:00:00","0","","","","","","","","","","","0580","PO BOX 978591","","DALLAS","WESTYE","","","","SUBZERO WOLF GROUP","","","","(800) 441-9260","","","TX","","75397-8591","4446.0300","21028.0300","4446.0300",""
"43725","","Supplier","ALL","False","","","False","2026-09-11 00:00:00","AMW","","","","","","","","","","","","2026-09-17 00:00:00","True","Andrew Walsh","39329","","1.0000","","2026-09-18 00:00:00","2026-09-18 00:00:00","2026-09-11 00:00:00","2026-09-17 00:00:00","2026-09-11 00:00:00","0","","","","","","","","","","","0580","PO BOX 978591","","DALLAS","WESTYE","","","","SUBZERO WOLF GROUP","","","","(800) 441-9260","","","TX","","75397-8591","10230.0000","10230.0000","10230.0000",""
"43703","","Supplier","ALL","False","","","False","2026-09-10 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39309","","1.0000","","2026-09-11 00:00:00","2026-09-11 00:00:00","2026-09-10 00:00:00","2026-09-11 00:00:00","2026-09-10 00:00:00","0","","","","","","","","","","","055699","13100 W. 43RD DRIVE","","GOLDEN","AMERICAN","","AR- Brandy 303.633.5518","","GREAT PLAINS APPLIANCE PARTS","sbaca@americanappliance.biz","(303) 633-5503","","(800) 678-6788","(303) 633-5500","","CO","https://www.greatplainsapplianceparts.com","80403","208.2400","208.2400","208.2400",""
"43704","","Supplier","ALL","False","","","False","2026-09-10 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39310","","1.0000","","2026-09-16 00:00:00","2026-09-16 00:00:00","2026-09-10 00:00:00","2026-09-16 00:00:00","2026-09-10 00:00:00","0","","","","","","","","","","","95466","PO BOX 88177","","MILWAUKEE","MARCONE","","","","MARCONE APPLIANCE PARTS CO","","","","(800) 482-6022","","","WI","http://www.marcone.com/","53288-8177","1756.5800","1756.5800","1756.5800",""
"43705","","Supplier","ALL","False","","","False","2026-09-10 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39311","","1.0000","","2026-09-14 00:00:00","2026-09-14 00:00:00","2026-09-10 00:00:00","2026-09-14 00:00:00","2026-09-10 00:00:00","0","","","","","","","","","","","010051","PO BOX 566268","","DALLAS","APD","","","","RELIABLE PARTS","","(214) 634-7929","","(214) 631-4298","(800) 841-4060","","TX","www.apdepot.com","75356","427.7000","427.7000","427.7000",""
"43706","","Supplier","ALL","False","","","False","2026-09-10 00:00:00","AMW","","","","","","","","","","","","2026-09-15 00:00:00","True","Andrew Walsh","39312","","1.0000","","2026-09-18 00:00:00","2026-09-18 00:00:00","2026-09-10 00:00:00","2026-09-16 00:00:00","2026-09-10 00:00:00","0","","","","","","","","","","","","1901 MAIN STREET","","IRVINE","BSH","","","","BSH HOME APPLIANCES","mbx-irv-order@bshg.com","","","(949) 440-7100","(800) 613-7333","","CA","www.boschappliances.com","92614","5112.0000","5112.0000","5112.0000",""
"43707","","Supplier","ALL","False","","","False","2026-09-10 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39313","","1.0000","","","","2026-09-10 00:00:00","","2026-09-10 00:00:00","0","","","","","","","","","","","4022263","PO BOX 845053","","DALLAS","TRANE PART","FELICIA - ACCNT MNGER","","","TRANE PARTS","joey.rodriquez@trane.com","","","608.787.4636","512-524-3190 PartOrd","","TX","igor.alvarado@trane.com","75284-5053","0.0000","996.5700","0.0000",""
"43708","","Supplier","ALL","False","","","False","2026-09-10 00:00:00","CAM","","","","","","","","","","","","","True","","39314","","1.0000","","","","","","2026-09-10 00:00:00","0","","","","","","","","","","","","PO BOX 732674","","DALLAS","HARDWARE","kRYSTLE HAASE","","","Hardware Resources","","318.742.9513","","318.742.0660","318.212.0514 (KRYSTL","","TX","","75373","0.0000","0.0000","0.0000",""
"43709","","Supplier","ALL","False","","","False","2026-09-10 00:00:00","CDM","","","","","","","","","","","","","True","Cayden Mayfield","39315","","1.0000","","2026-09-12 00:00:00","","2026-09-10 00:00:00","2026-09-16 00:00:00","2026-09-10 00:00:00","0","","","","","","","","","","","540275","PO BOX 848343","","DALLAS","TRANE","","","","TRANE U.S. INC.","tiffanyjones@trane.com","","","800.241.8507","","","TX","","75284-8343","7527.2800","8444.2800","8444.2800",""
"43710","","Supplier","ALL","False","","","False","2026-09-10 00:00:00","CAM","","","","","","","","","","","","","True","","CB00010201","","1.0000","","","","","","2026-09-10 00:00:00","0","","","","","","","","","","","","PO BOX 732674","","DALLAS","HARDWARE","kRYSTLE HAASE","","","Hardware Resources","","318.742.9513","","318.742.0660","318.212.0514 (KRYSTL","","TX","","75373","0.0000","0.0000","0.0000",""
"43686","","Supplier","ALL","False","","","False","2026-09-09 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39292","","1.0000","","2026-09-18 00:00:00","2026-09-18 00:00:00","2026-09-09 00:00:00","2026-09-18 00:00:00","2026-09-09 00:00:00","0","","","","","","","","","","","X5128940907","9 INDEPENDENCE WAY","","PRINCETON","MIELE PART","","","","MIELE INC.","","(609) 419-4298","","(800) 843-7231","","","NJ","","08540","141.7500","141.7500","141.7500",""
"43687","","Supplier","ALL","False","","","False","2026-09-09 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39293","","1.0000","","2026-09-15 00:00:00","2026-09-15 00:00:00","2026-09-09 00:00:00","2026-09-15 00:00:00","2026-09-09 00:00:00","0","","","","","","","","","","","95466","PO BOX 88177","","MILWAUKEE","MARCONE","","","","MARCONE APPLIANCE PARTS CO","","","","(800) 482-6022","","","WI","http://www.marcone.com/","53288-8177","1097.1400","1097.1400","1097.1400",""
"43688","","Supplier","ALL","False","","","False","2026-09-09 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39294","","1.0000","","2026-09-16 00:00:00","","2026-09-09 00:00:00","2026-09-16 00:00:00","2026-09-09 00:00:00","0","","","","","","","","","","","","P.O. Box 8387","","CAROL STREAM","ENCOMPASS","","","","ENCOMPASS","","","","","","","IL","","60197","2.9900","371.7800","2.9900",""
"43689","","Supplier","ALL","False","","","False","2026-09-09 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39295","","1.0000","","","","2026-09-09 00:00:00","","2026-09-09 00:00:00","0","","","","","","","","","","","95466","PO BOX 88177","","MILWAUKEE","MARCONE","","","","MARCONE APPLIANCE PARTS CO","","","","(800) 482-6022","","","WI","http://www.marcone.com/","53288-8177","0.0000","96.0000","0.0000",""
"43690","","Supplier","ALL","False","","","False","2026-09-09 00:00:00","AMW","","","","","","","","","","","","2026-09-16 00:00:00","True","Andrew Walsh","39296","","1.0000","","","","2026-09-09 00:00:00","2026-09-16 00:00:00","2026-09-09 00:00:00","0","","","","","","","","","","","","PO BOX 730241","","DALLAS","LGEUS","","","","LG ELECTRONICS USA INC","","","","","","","TX","","75373-0241","0.0000","1318.0000","1318.0000",""
"43691","","Supplier","ALL","False","","","False","2026-09-09 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39297","","1.0000","","2026-09-14 00:00:00","2026-09-14 00:00:00","2026-09-09 00:00:00","2026-09-14 00:00:00","2026-09-09 00:00:00","0","","","","","","","","","","","055699","13100 W. 43RD DRIVE","","GOLDEN","AMERICAN","","AR- Brandy 303.633.5518","","GREAT PLAINS APPLIANCE PARTS","sbaca@americanappliance.biz","(303) 633-5503","","(800) 678-6788","(303) 633-5500","","CO","https://www.greatplainsapplianceparts.com","80403","492.2800","492.2800","492.2800",""
"43692","","Supplier","ALL","False","","","False","2026-09-09 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39298","","1.0000","","2026-09-21 00:00:00","2026-09-21 00:00:00","2026-09-09 00:00:00","2026-09-21 00:00:00","2026-09-09 00:00:00","0","","","","","","","","","","","010051","PO BOX 566268","","DALLAS","APD","","","","RELIABLE PARTS","","(214) 634-7929","","(214) 631-4298","(800) 841-4060","","TX","www.apdepot.com","75356","1463.3900","1463.3900","1463.3900",""
"43693","","Supplier","ALL","False","","","False","2026-09-09 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39299","","1.0000","","2026-09-17 00:00:00","2026-09-17 00:00:00","2026-09-09 00:00:00","2026-09-17 00:00:00","2026-09-09 00:00:00","0","","","","","","","","","","","","1901 MAIN STREET","","IRVINE","BSH","","","","BSH HOME APPLIANCES","mbx-irv-order@bshg.com","","","(949) 440-7100","(800) 613-7333","","CA","www.boschappliances.com","92614","519.1900","519.1900","519.1900",""
"43694","","Supplier","ALL","False","","","False","2026-09-09 00:00:00","AMW","","","","","","","","","","","","2026-09-15 00:00:00","True","Andrew Walsh","39300","","1.0000","","","","2026-09-09 00:00:00","","2026-09-09 00:00:00","0","","","","","","","","","","","949928 Contract","P.O. BOX 8502","","BENTON HARBOR","WP001","","","","WHIRLPOOL CORPORATION","","(214) 550-5613","","(800) 321-7613","","","MI","https://secure5.whirlpool.com/home.jsp","49022","0.0000","6594.0000","0.0000",""
"43695","","Supplier","ALL","False","","","False","2026-09-09 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39301","","1.0000","","2026-09-17 00:00:00","2026-09-17 00:00:00","2026-09-09 00:00:00","2026-09-15 00:00:00","2026-09-09 00:00:00","0","","","","","","","","","","","311583","318 JUNE AVE","","BLANDON","BLUESTAR","STEVE KRAMER EXT 2124-PARTS","JORDYN deGLAS ext 2120-SALES","","PRIZER PAINTER STOVE WORKS INC","sales@bluestarcooking.com  order email","","","(610) 376-7479","(800) 449-8691","","PA","","19510","59.3400","59.3400","59.3400",""
"43696","","Supplier","ALL","False","","","False","2026-09-09 00:00:00","KKD","","","","","","","","","","","","","True","Kezia Doane","39302","","1.0000","","2026-09-18 00:00:00","2026-09-18 00:00:00","2026-09-09 00:00:00","2026-09-18 00:00:00","2026-09-09 00:00:00","0","","","","","","","","","","","X5128940907","9 INDEPENDENCE WAY","","PRINCETON","MIELE PART","","","","MIELE INC.","","(609) 419-4298","","(800) 843-7231","","","NJ","","08540","785.2500","785.2500","785.2500",""
"43697","","Supplier","ALL","False","","","False","2026-09-09 00:00:00","CBS","","","","","","","","","","","","","True","Chris Shanahan","39303","","1.0000","","","","","","2026-09-09 00:00:00","0","","","","","","","","","","","","","","","MISC","","","","MISCELLANEOUS SUPPLIER","","","BUSTER AND PUNCH - WEINER CB00010197","","","","","","","0.0000","0.0000","0.0000",""
"43698","","Supplier","ALL","False","","","False","2026-09-09 00:00:00","AMW","","","","","","","","","","","","2026-09-17 00:00:00","True","Andrew Walsh","39304","","1.0000","","2026-09-18 00:00:00","","2026-09-09 00:00:00","2026-09-17 00:00:00","2026-09-09 00:00:00","0","","","","","","","","","","","0580","PO BOX 978591","","DALLAS","WESTYE","","","","SUBZERO WOLF GROUP","","","","(800) 441-9260","","","TX","","75397-8591","12885.0000","12986.0000","12885.0000",""
"43699","","Supplier","ALL","False","","","False","2026-09-09 00:00:00","AMW","","","","","","","","","","","","2026-09-17 00:00:00","True","Andrew Walsh","39305","","1.0000","","2026-09-18 00:00:00","2026-09-18 00:00:00","2026-09-09 00:00:00","2026-09-17 00:00:00","2026-09-09 00:00:00","0","","","","","","","","","","","0580","PO BOX 978591","","DALLAS","WESTYE","","","","SUBZERO WOLF GROUP","","","","(800) 441-9260","","","TX","","75397-8591","2355.0000","2355.0000","2355.0000",""
"43700","","Supplier","ALL","False","","","False","2026-09-09 00:00:00","AMW","","","","","","","","","","","","2026-09-17 00:00:00","True","Andrew Walsh","39306","","1.0000","","","","2026-09-09 00:00:00","","2026-09-09 00:00:00","0","","","","","","","","","","","0580","PO BOX 978591","","DALLAS","WESTYE","","","","SUBZERO WOLF GROUP","","","","(800) 441-9260","","","TX","","75397-8591","0.0000","2937.0000","0.0000",""
"43701","","Supplier","ALL","False","","","False","2026-09-09 00:00:00","AMW","","","","","","","","","","","","2026-09-11 00:00:00","True","Andrew Walsh","39307","","1.0000","","","","2026-09-09 00:00:00","","2026-09-09 00:00:00","0","","","","","","","","","","","109912","P O BOX 110669","","CARROLLTON","MILESTONE","","","","MILESTONE","kvanness@milestonedist.com  orer email","(214) 420-7899","","(877) 644-0414","(214) 217-2801","","TX","","75011","0.0000","9330.6000","0.0000",""
"43702","","Supplier","ALL","False","","","False","2026-09-09 00:00:00","AMW","","","","","","","","","","","","2026-09-16 00:00:00","True","Andrew Walsh","39308","","1.0000","","","","2026-09-09 00:00:00","","2026-09-09 00:00:00","0","","","","","","","","","","","949928 Contract","P.O. BOX 8502","","BENTON HARBOR","WP001","","","","WHIRLPOOL CORPORATION","","(214) 550-5613","","(800) 321-7613","","","MI","https://secure5.whirlpool.com/home.jsp","49022","0.0000","4785.0000","0.0000",""
"43671","","Supplier","ALL","False","","","False","2026-09-08 00:00:00","AMW","","","","","","","","","","","","2026-09-15 00:00:00","True","Andrew Walsh","39277","","1.0000","","","","2026-09-08 00:00:00","2026-09-14 00:00:00","2026-09-08 00:00:00","0","","","","","","","","","","","","PO BOX 730241","","DALLAS","LGEUS","","","","LG ELECTRONICS USA INC","","","","","","","TX","","75373-0241","0.0000","1899.0000","1899.0000",""
"43672","","Supplier","ALL","False","","","False","2026-09-08 00:00:00","AMW","","","","","","","","","","","","","True","Andrew Walsh","39278","","1.0000","","2026-09-12 00:00:00","","2026-09-08 00:00:00","2026-09-10 00:00:00","2026-09-08 00:00:00","0","","","","","","","","","","","0580","PO BOX 978591","","DALLAS","WESTYE","","","","SUBZERO WOLF GROUP","","","","(800) 441-9260","","","TX","","75397-8591","43.0000","4252.0000","43.0000",""
"43673","","Supplier","ALL","False","","","False","2026-09-08 00:00:00","AMW","","","","","","","","","","","","2026-09-17 00:00:00","True","Andrew Walsh","39279","","1.0000","","2026-09-12 00:00:00","2026-09-12 00:00:00","2026-09-08 00:00:00","2026-09-10 00:00:00","2026-09-08 00:00:00","0","","","","","","","","","","","0580","PO BOX 978591","","DALLAS","WESTYE","","","","SUBZERO WOLF GROUP","","","","(800) 441-9260","","","TX","","75397-8591","11544.0000","11544.0000","11544.0000",""
"43674","","Supplier","ALL","False","","","False","2026-09-08 00:00:00","AMW","","","","","","","","","","","","2026-09-11 00:00:00","True","Andrew Walsh","39280","","1.0000","","","","2026-09-08 00:00:00","","2026-09-08 00:00:00","0","","","","","","","","","","","949928 Contract","P.O. BOX 8502","","BENTON HARBOR","WP001","","","","WHIRLPOOL CORPORATION","","(214) 550-5613","","(800) 321-7613","","","MI","https://secure5.whirlpool.com/home.jsp","49022","0.0000","2775.0000","0.0000",""
"43675","","Supplier","ALL","False","","","False","2026-09-08 00:00:00","AMW","","","","","","","","","","","","2026-11-13 00:00:00","True","Andrew Walsh","39281","","1.0000","","","","2026-09-08 00:00:00","","2026-09-08 00:00:00","0","","","","","","","","","","","949928 Contract","P.O. BOX 8502","","BENTON HARBOR","WP001","","","","WHIRLPOOL CORPORATION","","(214) 550-5613","","(800) 321-7613","","","MI","https://secure5.whirlpool.com/home.jsp","49022","0.0000","2775.0000","0.0000",""
"43676","","Supplier","ALL","False","","","False","2026-09-08 00:00:00","AMW","","","","","","","","","","","","2027-01-15 00:00:00","True","Andrew Walsh","39282","","1.0000","","","","2026-09-08 00:00:00","","2026-09-08 00:00:00","0","","","","","","","","","","","949928 Contract","P.O. BOX 8502","","BENTON HARBOR","WP001","","","","WHIRLPOOL CORPORATION","","(214) 550-5613","","(800) 321-7613","","","MI","https://secure5.whirlpool.com/home.jsp","49022","0.0000","2775.0000","0.0000",""
